ecosystem_path_id	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	biome_label	biome_iri	material_label	material_iri	feature_label	feature_iri
5240	Host-associated	Human	Eye	Conjunctiva	Unclassified						
4499	Host-associated	Human	Eye	Unclassified	Unclassified						
4584	Host-associated	Human	Hair	Unclassified	Unclassified						
4128	Host-associated	Human	Lymphatic system	Lymph nodes	Unclassified						
5085	Host-associated	Human	Lymphatic system	Spleen	Unclassified						
4797	Host-associated	Human	Lymphatic system	Unclassified	Unclassified						
4129	Host-associated	Human	Milk	Unclassified	Unclassified						
4496	Host-associated	Human	Nervous system	Brain	Unclassified						
3933	Host-associated	Human	Nervous system	Cerebrospinal fluid	Unclassified						
3934	Host-associated	Human	Nervous system	Unclassified	Unclassified						
5073	Host-associated	Human	Pus	Unclassified	Unclassified						
4870	Host-associated	Human	Reproductive system	Amniotic sac	Amniotic fluid						
5089	Host-associated	Human	Reproductive system	Breast	Unclassified						
4982	Host-associated	Human	Reproductive system	Cervix	Unclassified						
4900	Host-associated	Human	Reproductive system	Penis	Unclassified						
5019	Host-associated	Human	Reproductive system	Prostate	Unclassified						
4143	Host-associated	Human	Reproductive system	Unclassified	Unclassified						
4141	Host-associated	Human	Reproductive system	Vagina	Introitus						
4139	Host-associated	Human	Reproductive system	Vagina	Midpoint vagina						
4140	Host-associated	Human	Reproductive system	Vagina	Unclassified						
4142	Host-associated	Human	Reproductive system	Vagina	posterior fornix						
5251	Host-associated	Human	Respiratory system	Lung	Bronchi						
5074	Host-associated	Human	Respiratory system	Lung	Empyema						
5005	Host-associated	Human	Respiratory system	Lung	Pleural fluid						
5252	Host-associated	Human	Respiratory system	Lung	Pulmonary fluid						
5004	Host-associated	Human	Respiratory system	Lung	Unclassified						
4132	Host-associated	Human	Respiratory system	Nasopharyngeal	Pharynx						
4131	Host-associated	Human	Respiratory system	Nasopharyngeal	Unclassified						
4130	Host-associated	Human	Respiratory system	Nasopharyngeal	anterior nares						
4133	Host-associated	Human	Respiratory system	Pulmonary system	Unclassified						
5009	Host-associated	Human	Respiratory system	Sputum	Unclassified						
5007	Host-associated	Human	Respiratory system	Throat	Unclassified						
5021	Host-associated	Human	Respiratory system	Trachea	Unclassified						
4137	Host-associated	Human	Respiratory system	Unclassified	Unclassified						
5250	Host-associated	Human	Skeletal system	Bone	Unclassified						
5213	Host-associated	Human	Skeletal system	Synovial membrane	Synovial fluid						
3926	Host-associated	Human	Skin	Axilla	Unclassified						
4795	Host-associated	Human	Skin	Medial distal leg	Unclassified						
3931	Host-associated	Human	Skin	Medial distal leg	Venous leg ulcers						
3929	Host-associated	Human	Skin	Naris	Unclassified						
3925	Host-associated	Human	Skin	Umbilicus	Unclassified						
3928	Host-associated	Human	Skin	Unclassified	Unclassified						
3927	Host-associated	Human	Skin	Volar forearm	Unclassified						
3930	Host-associated	Human	Skin	retroauricular crease	Unclassified						
4826	Host-associated	Human	Soft tissue	Unclassified	Unclassified						
5256	Host-associated	Human	Thorax	Unclassified	Unclassified						
5091	Host-associated	Human	Tooth	Enamel	Unclassified						
4587	Host-associated	Human	Tooth	Unclassified	Unclassified						
4138	Host-associated	Human	Unclassified	Unclassified	Unclassified						
5051	Host-associated	Insecta	Digestive system	Intestine	Unclassified						
4319	Host-associated	Insecta	Digestive system	Unclassified	Unclassified						
4320	Host-associated	Insecta	Unclassified	Unclassified	Unclassified						
4087	Host-associated	Invertebrates	Bryozoans	Gymnolaemates	Unclassified						
4799	Host-associated	Invertebrates	Bryozoans	Unclassified	Unclassified						
4651	Host-associated	Invertebrates	Cnidaria	Coral	Surface						
4088	Host-associated	Invertebrates	Cnidaria	Coral	Unclassified						
4801	Host-associated	Invertebrates	Cnidaria	Unclassified	Unclassified						
4615	Host-associated	Invertebrates	Ctenophora	Unclassified	Unclassified						
4683	Host-associated	Invertebrates	Echinodermata	Sea Star	Unclassified						
4089	Host-associated	Invertebrates	Echinodermata	Sea Urchin	Unclassified						
5248	Host-associated	Invertebrates	Echinodermata	Sea cucumber	Unclassified						
4803	Host-associated	Invertebrates	Echinodermata	Unclassified	Unclassified						
5246	Host-associated	Invertebrates	Nematoda	Digestive system	Intestine						
4425	Host-associated	Invertebrates	Nematoda	Unclassified	Unclassified						
4736	Host-associated	Invertebrates	Platyhelminthes	Unclassified	Unclassified						
4754	Host-associated	Invertebrates	Unclassified	Unclassified	Unclassified						
5112	Host-associated	Mammals	Circulatory system	Blood	Peripheral blood mononuclear cells						
4114	Host-associated	Mammals	Circulatory system	Blood	Unclassified						
4988	Host-associated	Mammals	Circulatory system	Heart	Unclassified						
4115	Host-associated	Mammals	Circulatory system	Unclassified	Unclassified						
4898	Host-associated	Mammals	Digestive system	Fecal	Unclassified						
4108	Host-associated	Mammals	Digestive system	Foregut	Rumen						
4381	Host-associated	Mammals	Digestive system	Foregut	Unclassified						
5011	Host-associated	Mammals	Digestive system	Hindgut	Rectum						
5043	Host-associated	Mammals	Digestive system	Intestine	Unclassified						
4105	Host-associated	Mammals	Digestive system	Large intestine	Cecum						
5041	Host-associated	Mammals	Digestive system	Large intestine	Colon						
4858	Host-associated	Mammals	Digestive system	Large intestine	Cow Dung						
4104	Host-associated	Mammals	Digestive system	Large intestine	Fecal						
4106	Host-associated	Mammals	Digestive system	Large intestine	Unclassified						
4103	Host-associated	Mammals	Digestive system	Midgut	Unclassified						
4110	Host-associated	Mammals	Digestive system	Oral cavity	Buccal mucosa						
5031	Host-associated	Mammals	Digestive system	Oral cavity	Dental plaque						
5121	Host-associated	Mammals	Digestive system	Oral cavity	Gingiva						
5097	Host-associated	Mammals	Digestive system	Oral cavity	Gingival sulcus						
5017	Host-associated	Mammals	Digestive system	Oral cavity	Periodontal pockets						
4992	Host-associated	Mammals	Digestive system	Oral cavity	Saliva						
4109	Host-associated	Mammals	Digestive system	Oral cavity	Unclassified						
5253	Host-associated	Mammals	Digestive system	Small intestine	Jejunum						
5040	Host-associated	Mammals	Digestive system	Small intestine	Unclassified						
4113	Host-associated	Mammals	Digestive system	Stomach	Endoperitrophic space						
5206	Host-associated	Mammals	Digestive system	Stomach	Gastric mucosa						
4111	Host-associated	Mammals	Digestive system	Stomach	Rumen						
4112	Host-associated	Mammals	Digestive system	Stomach	Unclassified						
4984	Host-associated	Mammals	Digestive system	Throat	Unclassified						
4107	Host-associated	Mammals	Digestive system	Unclassified	Unclassified						
4850	Host-associated	Mammals	Ear	Ear discharge	Unclassified						
5049	Host-associated	Mammals	Ear	Unclassified	Unclassified						
5132	Host-associated	Mammals	Excretory system	Liver	Unclassified						
3903	Host-associated	Mammals	Excretory system	Unclassified	Unclassified						
4852	Host-associated	Mammals	Excretory system	Urine	Unclassified						
4991	Host-associated	Mammals	Eye	Unclassified	Unclassified						
3905	Host-associated	Mammals	Gastrointestinal tract	Intestine	Unclassified						
4701	Host-associated	Mammals	Hoof	Unclassified	Unclassified						
4127	Host-associated	Mammals	Lymphatic	Lymph nodes	Unclassified						
4126	Host-associated	Mammals	Lymphatic	Unclassified	Unclassified						
4117	Host-associated	Mammals	Milk	Unclassified	Unclassified						
4125	Host-associated	Mammals	Nervous system	Brain	Unclassified						
4124	Host-associated	Mammals	Nervous system	Unclassified	Unclassified						
4698	Host-associated	Mammals	Primate	Unclassified	Unclassified						
5096	Host-associated	Mammals	Pus	Unclassified	Unclassified						
4986	Host-associated	Mammals	Reproductive system	Udder	Unclassified						
4119	Host-associated	Mammals	Reproductive system	Unclassified	Unclassified						
4972	Host-associated	Mammals	Reproductive system	Uterus	Unclassified						
5047	Host-associated	Mammals	Reproductive system	Vagina	Unclassified						
4970	Host-associated	Mammals	Respiratory system	Laryngopharyngeal	Lymph node						
4444	Host-associated	Mammals	Respiratory system	Lung	Unclassified						
4121	Host-associated	Mammals	Respiratory system	Nasopharyngeal	Nasal cavity						
4120	Host-associated	Mammals	Respiratory system	Nasopharyngeal	Unclassified						
4980	Host-associated	Mammals	Respiratory system	Nose	Unclassified						
5045	Host-associated	Mammals	Respiratory system	Throat	Unclassified						
5175	Host-associated	Mammals	Respiratory system	Trachea	Unclassified						
4122	Host-associated	Mammals	Respiratory system	Unclassified	Unclassified						
4116	Host-associated	Mammals	Skin	Unclassified	Unclassified						
4409	Host-associated	Mammals	Tissue	Unclassified	Unclassified						
5016	Host-associated	Mammals	Tooth	Unclassified	Unclassified						
4118	Host-associated	Mammals	Unclassified	Unclassified	Unclassified						
4318	Host-associated	Microbial	Bacteria	Unclassified	Unclassified						
4316	Host-associated	Microbial	Dinoflagellates	Endosymbionts	Unclassified						
4756	Host-associated	Microbial	Dinoflagellates	Unclassified	Unclassified						
4317	Host-associated	Microbial	Unclassified	Unclassified	Unclassified						
4978	Host-associated	Mollusca	Circulatory system	Hemolymph	Unclassified						
4866	Host-associated	Mollusca	Digestive system	Ceca	Unclassified						
4323	Host-associated	Mollusca	Digestive system	Glands	Unclassified						
5068	Host-associated	Mollusca	Digestive system	Gut	Unclassified						
4322	Host-associated	Mollusca	Digestive system	Unclassified	Unclassified						
4632	Host-associated	Mollusca	Larvae	Unclassified	Unclassified						
5198	Host-associated	Mollusca	Oyster	Unclassified	Unclassified						
4325	Host-associated	Mollusca	Respiratory system	Gills	Extracellular						
4326	Host-associated	Mollusca	Respiratory system	Gills	Intracellular						
4327	Host-associated	Mollusca	Respiratory system	Gills	Unclassified						
4806	Host-associated	Mollusca	Respiratory system	Unclassified	Unclassified						
4328	Host-associated	Mollusca	Shell	Unclassified	Unclassified						
4709	Host-associated	Mollusca	Tissue	Unclassified	Unclassified						
4324	Host-associated	Mollusca	Unclassified	Unclassified	Unclassified						
5187	Host-associated	Petromyzon	Unclassified	Unclassified	Unclassified						
5217	Host-associated	Plankton	Zooplankton	Unclassified	Unclassified						
3945	Host-associated	Plants	Endosphere	Unclassified	Unclassified						
4566	Host-associated	Plants	Leaf	Leaf surface	Biofilm						
4748	Host-associated	Plants	Leaf	Leaf surface	Unclassified						
4747	Host-associated	Plants	Leaf	Unclassified	Unclassified						
4865	Host-associated	Plants	Mixed parts	Unclassified	Unclassified						
4450	Host-associated	Plants	Nodule	Unclassified	Unclassified						
4433	Host-associated	Plants	Peat moss	Unclassified	Unclassified						
3946	Host-associated	Plants	Phylloplane	Endophytes	Unclassified						
3948	Host-associated	Plants	Phylloplane	Epiphytes	Unclassified						
3947	Host-associated	Plants	Phylloplane	Unclassified	Unclassified						
4621	Host-associated	Plants	Phyllosphere	Anthosphere	Pollen						
4538	Host-associated	Plants	Phyllosphere	Anthosphere	Unclassified						
5265	Host-associated	Plants	Phyllosphere	Carposphere	Endophytes						
5264	Host-associated	Plants	Phyllosphere	Carposphere	Epiphytes						
4600	Host-associated	Plants	Phyllosphere	Carposphere	Unclassified						
4525	Host-associated	Plants	Phyllosphere	Caulosphere	Unclassified						
5268	Host-associated	Plants	Phyllosphere	Leaf	Endophytes						
5274	Host-associated	Plants	Phyllosphere	Leaf	Leaf nodule						
5269	Host-associated	Plants	Phyllosphere	Leaf	Unclassified						
5270	Host-associated	Plants	Phyllosphere	Leaf	Xylem vessels						
5266	Host-associated	Plants	Phyllosphere	Phylloplane/Leaf surface	Endophytes						
5262	Host-associated	Plants	Phyllosphere	Phylloplane/Leaf surface	Epiphytes						
5263	Host-associated	Plants	Phyllosphere	Phylloplane/Leaf surface	Unclassified						
4460	Host-associated	Plants	Phyllosphere	Unclassified	Unclassified						
5277	Host-associated	Plants	Plant callus	Unclassified	Unclassified						
3944	Host-associated	Plants	Rhizome	Epiphytes	Unclassified						
4994	Host-associated	Plants	Rhizome	Stem tuber	Unclassified						
3943	Host-associated	Plants	Rhizome	Unclassified	Unclassified						
3939	Host-associated	Plants	Rhizoplane	Endophytes	Unclassified						
4376	Host-associated	Plants	Rhizoplane	Epiphytes	Orchid rooting						
3941	Host-associated	Plants	Rhizoplane	Epiphytes	Unclassified						
3942	Host-associated	Plants	Rhizoplane	Soil	Unclassified						
3940	Host-associated	Plants	Rhizoplane	Unclassified	Unclassified						
3935	Host-associated	Plants	Rhizosphere	Epiphytes	Unclassified						
3937	Host-associated	Plants	Rhizosphere	Soil	Unclassified						
3936	Host-associated	Plants	Rhizosphere	Unclassified	Unclassified						
4523	Host-associated	Plants	Roots	Nodule	Unclassified						
4466	Host-associated	Plants	Roots	Unclassified	Unclassified						
4572	Host-associated	Plants	Seeds	Unclassified	Unclassified						
5273	Host-associated	Plants	Tissue	Unclassified	Unclassified						
3938	Host-associated	Plants	Unclassified	Unclassified	Unclassified						
4560	Host-associated	Plants	Wood	Unclassified	Unclassified						
4439	Host-associated	Porifera	Sponge	Unclassified	Unclassified						
4341	Host-associated	Porifera	Unclassified	Unclassified	Unclassified						
4626	Host-associated	Protists	Breviatea	Dinoflagellates	Unclassified						
4598	Host-associated	Protists	Breviatea	Unclassified	Unclassified						
4629	Host-associated	Protists	Dinoflagellates	Unclassified	Unclassified						
4472	Host-associated	Protists	Oomycetes	Unclassified	Unclassified						
4738	Host-associated	Protists	Unclassified	Unclassified	Unclassified						
4339	Host-associated	Protozoa	Unclassified	Unclassified	Unclassified						
5160	Host-associated	Reptilia	Digestive system	Intestine	Unclassified						
4693	Host-associated	Reptilia	Digestive system	Large intestine	Fecal						
4809	Host-associated	Reptilia	Digestive system	Large intestine	Unclassified						
4808	Host-associated	Reptilia	Digestive system	Unclassified	Unclassified						
5163	Host-associated	Reptilia	Excretory system	Liver	Unclassified						
5158	Host-associated	Reptilia	Respiratory system	Lung	Unclassified						
4975	Host-associated	Reptilia	Respiratory system	Trachea	Unclassified						
5013	Host-associated	Reptilia	Respiratory system	Unclassified	Unclassified						
3906	Host-associated	Reptilia	Unclassified	Unclassified	Unclassified						
4099	Host-associated	Tunicates	Ascidians	Unclassified	Unclassified						
4569	Host-associated	Tunicates	Unclassified	Unclassified	Unclassified						
4086	Host-associated	Unclassified	Unclassified	Unclassified	Unclassified						
